Tempo(s),Erro_X(px),Erro_Y(px),Erro_Z(px),Sinal_Yaw,Sinal_Alt,Sinal_Dist
90.444,-15,22,0,-7,-5,0
90.512,-17,23,0,-8,-7,0
90.583,-17,23,0,-6,-6,0
90.657,-20,22,0,-10,-5,0
90.729,-22,23,0,-10,-7,0
90.797,-24,22,0,-11,-5,0
90.868,-26,23,0,-11,-7,0
90.939,-27,24,0,-11,-7,0
91.012,-28,24,0,-11,-7,0
91.083,-29,25,0,-12,-8,0
91.15,-30,26,0,-12,-8,0
91.221,-31,27,0,-13,-8,0
91.294,-30,27,0,-11,-8,0
91.364,-31,28,0,-13,-9,0
91.44,-31,28,0,-12,-8,0
91.513,-32,28,0,-13,-8,0
91.583,-30,28,0,-10,-8,0
91.65,-29,28,0,-10,-8,0
91.72,-30,27,0,-12,-7,0
91.794,-31,27,0,-13,-8,0
91.869,-31,27,0,-12,-8,0
91.941,-32,26,0,-13,-7,0
92.015,-33,24,0,-13,-5,0
92.086,-33,22,0,-13,-5,0
92.159,-34,21,0,-14,-5,0
92.227,-35,17,0,-14,-2,0
92.303,-36,15,0,-15,-3,0
92.382,-35,11,0,-13,0,0
92.452,-35,10,0,-14,-2,0
92.519,-33,7,0,-11,0,0
92.591,-29,4,0,-8,0,0
92.663,-17,1,0,1,1,0
92.736,-10,0,0,0,0,0
92.806,-3,-2,0,3,2,0
92.88,1,-4,0,3,2,0
92.952,6,-3,0,5,0,0
93.016,7,-5,0,3,3,0
93.084,7,-3,0,2,0,0
93.155,7,-3,0,2,0,0
93.221,7,-2,0,2,0,0
93.288,9,-1,0,5,0,0
93.356,9,1,0,3,-1,0
93.426,9,4,0,3,-3,0
93.495,10,7,0,4,-4,0
93.565,9,9,0,2,-4,0
93.634,11,12,0,5,-5,0
93.709,11,16,0,4,-7,0
93.778,12,19,0,5,-7,0
93.846,13,23,0,5,-9,0
93.916,14,27,0,6,-10,0
93.985,14,29,0,5,-10,0
94.057,12,33,0,3,-12,0
94.129,7,34,0,0,-10,0
94.198,0,37,0,-5,-13,0
94.264,-2,36,0,-2,-10,0
94.339,-12,36,0,-11,-10,0
94.41,-18,35,0,-11,-9,0
94.485,-25,34,-1,-14,-9,1
94.555,-25,33,0,-10,-9,0
94.624,-30,32,0,-15,-8,0
94.701,-32,30,0,-14,-7,0
94.777,-32,27,0,-12,-6,0
94.846,-32,25,0,-12,-6,0
94.916,-33,23,0,-13,-5,0
94.983,-33,22,0,-13,-5,0
95.053,-33,17,-1,-13,-1,1
95.125,-33,17,0,-13,-5,0
95.198,-32,17,0,-12,-5,0
95.273,-32,16,0,-12,-4,0
95.344,-32,17,0,-12,-5,0
95.419,-27,17,0,-7,-5,0
95.489,-22,18,0,-5,-6,0
95.556,-17,21,0,-3,-8,0
95.625,-13,21,0,-2,-6,0
95.696,-9,24,0,0,-9,0
95.768,-8,24,0,-2,-7,0
95.841,-5,28,0,0,-11,0
95.917,-6,28,0,-3,-8,0
95.985,-4,31,0,0,-11,0
96.052,-2,33,0,0,-11,0
96.124,0,34,0,1,-10,0
96.194,-1,35,0,-1,-11,0
96.263,0,36,0,0,-11,0
96.337,2,37,0,2,-11,0
96.415,3,37,0,1,-11,0
96.484,6,36,0,4,-10,0
96.551,5,35,0,1,-9,0
96.622,7,34,0,4,-9,0
96.692,7,34,0,2,-10,0
96.761,6,32,0,1,-8,0
96.834,6,32,0,2,-9,0
96.901,6,30,0,2,-7,0
96.976,6,27,0,2,-6,0
97.05,5,24,0,1,-5,0
97.121,6,23,0,3,-6,0
97.191,5,21,0,1,-4,0
97.257,4,18,0,0,-3,0
97.329,1,16,0,-1,-3,0
97.405,2,17,0,1,-5,0
97.478,1,15,0,0,-3,0
97.548,1,15,0,0,-4,0
97.619,1,15,0,0,-4,0
97.687,1,14,0,0,-3,0
97.755,1,16,0,0,-6,0
97.825,1,17,0,0,-5,0
97.893,1,17,0,0,-5,0
97.965,2,20,0,1,-8,0
98.042,2,21,0,0,-6,0
98.11,3,23,0,1,-8,0
98.181,3,24,0,1,-7,0
98.256,4,27,0,2,-10,0
98.319,4,29,0,1,-10,0
98.382,5,31,0,2,-10,0
98.449,5,31,0,2,-9,0
98.514,6,33,0,3,-11,0
98.578,6,33,0,2,-9,0
98.647,9,34,0,5,-10,0
98.717,9,34,-2,3,-10,2
98.781,10,34,-1,4,-10,0
98.851,12,35,0,6,-11,0
98.917,14,33,-1,7,-8,1
98.983,16,32,-2,7,-8,1
99.049,16,33,-2,6,-10,0
99.12,15,31,0,5,-7,-1
99.187,17,28,0,8,-6,0
99.256,16,27,0,5,-7,0
99.325,16,27,0,6,-8,0
99.392,16,25,0,6,-5,0
99.456,18,22,0,8,-4,0
99.518,19,21,-2,8,-5,2
99.589,20,19,-2,8,-4,0
99.658,22,17,-2,10,-3,0
99.729,19,15,0,5,-3,-1
99.8,15,14,0,3,-3,0
99.878,9,13,0,0,-3,0
99.947,2,13,-1,-4,-3,1
100.011,-5,14,-2,-7,-4,1
100.08,-12,14,-2,-9,-4,0
100.151,-19,15,0,-12,-5,-1
100.223,-26,17,0,-15,-6,0
100.29,-33,18,-1,-18,-6,1
100.358,-36,21,0,-16,-8,0
100.43,-40,23,-2,-18,-8,2
100.503,-41,27,0,-17,-10,-1
100.577,-43,28,-2,-18,-9,2
100.645,-45,30,0,-19,-10,-1
100.717,-49,32,0,-22,-10,0
100.789,-51,34,0,-21,-11,0
100.864,-54,35,0,-23,-11,0
100.939,-57,37,0,-24,-12,0
101.007,-58,37,0,-23,-11,0
101.084,-56,37,0,-21,-11,0
101.156,-48,37,0,-13,-11,0
101.228,-34,36,0,-3,-10,0
101.297,-24,34,0,-2,-8,0
101.373,-15,33,0,0,-9,0
101.446,-8,31,0,1,-7,0
101.514,-5,29,0,0,-7,0
101.579,-3,26,0,0,-5,0
101.643,-4,23,0,-2,-4,0
101.712,-5,20,0,-2,-3,0
101.78,-6,17,0,-3,-2,0
101.842,-7,13,0,-3,0,0
101.911,-8,10,0,-3,0,0
101.978,-9,9,0,-4,-1,0
102.047,-10,8,0,-4,-1,0
102.116,-10,6,0,-4,0,0
102.181,-14,4,0,-8,0,0
102.25,-14,4,0,-5,-1,0
102.319,-15,3,0,-6,0,0
102.387,-16,3,0,-7,0,0
102.45,-16,3,0,-6,0,0
102.517,-16,4,0,-6,-1,0
102.585,-15,6,0,-5,-3,0
102.653,-19,7,0,-10,-2,0
102.714,-21,9,0,-9,-4,0
102.78,-22,10,0,-9,-3,0
102.847,-26,12,0,-13,-5,0
102.915,-27,13,0,-11,-4,0
102.981,-30,14,0,-14,-4,0
103.051,-30,16,0,-12,-6,0
103.121,-31,17,0,-13,-5,0
103.188,-31,18,0,-12,-6,0
103.259,-31,19,0,-12,-6,0
103.329,-29,20,0,-10,-6,0
103.404,-27,21,0,-9,-6,0
103.467,-26,23,0,-9,-8,0
103.542,-25,23,0,-9,-6,0
103.61,-19,24,0,-3,-7,0
103.683,-12,23,0,0,-6,0
103.752,-3,25,0,5,-8,0
103.818,3,25,0,5,-7,0
103.885,9,26,0,8,-8,0
103.954,10,24,0,4,-5,0
104.024,10,23,0,4,-6,0
104.096,12,24,0,6,-7,0
104.163,14,24,0,7,-7,0
104.236,15,23,0,6,-6,0
104.317,16,22,0,7,-5,0
104.386,17,22,0,7,-6,0
104.453,16,20,0,5,-4,0
104.524,17,21,0,7,-7,0
104.596,16,19,0,5,-4,0
104.66,15,18,0,5,-4,0
104.734,14,18,0,4,-5,0
104.809,14,18,0,5,-5,0
104.881,14,16,0,5,-3,0
104.947,16,16,0,7,-4,0
105.015,15,16,0,5,-4,0
105.086,15,14,0,6,-2,0
105.159,13,12,0,3,-2,0
105.229,11,11,0,2,-2,0
105.3,7,9,0,0,-1,0
105.371,4,9,0,0,-2,0
105.446,2,10,0,0,-3,0
105.516,1,10,0,0,-3,0
105.584,-2,11,0,-2,-4,0
105.65,-3,12,0,-1,-4,0
105.72,-5,13,-3,-3,-4,3
105.783,-10,16,0,-7,-7,-2
105.852,-11,15,0,-5,-3,0
105.914,-15,21,0,-9,-11,0
105.983,-16,27,0,-7,-12,0
106.048,-19,29,0,-9,-10,0
106.115,-20,33,0,-8,-12,0
106.185,-20,39,0,-8,-15,0
106.253,-20,45,0,-8,-18,0
106.32,-18,50,0,-5,-18,0
106.385,-17,52,0,-6,-17,0
106.45,-12,55,0,-1,-18,0
106.518,-11,56,0,-3,-17,0
106.593,-6,60,0,0,-20,0
106.659,0,62,0,4,-20,0
106.734,3,64,-4,3,-20,4
106.808,5,66,0,3,-21,-2
106.882,4,69,0,0,-22,0
106.95,4,69,0,1,-20,0
107.02,6,70,0,3,-21,0
107.094,6,66,0,2,-17,0
107.162,9,66,0,5,-19,0
107.236,11,68,0,5,-21,0
107.311,12,61,0,5,-13,0
107.384,10,52,0,2,-9,0
107.45,15,43,0,9,-6,0
107.517,21,31,0,12,0,0
107.585,22,19,0,9,3,0
107.653,25,4,0,12,9,0
107.721,27,-12,0,12,15,0
107.789,29,-24,0,13,15,0
107.862,34,-37,0,17,20,0
107.934,33,-41,0,12,15,0
108.004,31,-45,0,10,16,0
108.081,27,-46,0,8,14,0
108.152,24,-43,0,7,10,0
108.222,18,-41,0,2,10,0
108.294,16,-36,0,5,7,0
108.365,12,-32,0,1,6,0
108.434,11,-27,0,3,4,0
108.503,11,-23,0,4,3,0
108.574,11,-15,0,4,-1,0
108.646,10,-9,0,3,-1,0
108.708,10,-2,0,4,-5,0
108.78,10,4,0,4,-5,0
108.854,9,11,0,2,-7,0
108.924,7,16,0,1,-8,0
108.991,4,23,0,0,-12,0
109.06,1,27,0,-1,-11,0
109.13,0,30,0,0,-11,0
109.206,1,33,0,1,-11,0
109.278,0,33,0,0,-9,0
109.343,1,35,0,1,-12,0
109.414,1,37,0,0,-12,0
109.486,3,36,0,2,-10,0
109.557,3,34,0,1,-8,0
109.622,2,33,0,0,-9,0
109.689,3,33,0,1,-9,0
109.757,4,31,0,2,-7,0
109.828,5,28,0,2,-6,0
109.903,6,27,0,3,-7,0
109.971,4,25,0,0,-6,0
110.038,2,23,0,0,-5,0
110.111,1,23,0,0,-6,0
110.176,1,23,0,0,-6,0
110.244,0,23,0,0,-6,0
110.313,0,22,0,0,-5,0
110.38,0,23,0,0,-7,0
110.448,0,24,0,0,-7,0
110.512,1,26,0,1,-9,0
110.581,0,26,0,0,-7,0
110.655,1,29,0,1,-10,0
110.727,2,31,0,1,-10,0
110.798,1,32,0,0,-10,0
110.875,2,33,0,1,-10,0
110.944,2,34,0,0,-10,0
111.014,3,34,0,1,-10,0
